id,name,description
162956,Candidater à l'appel à manifestation d’intérêt pour l’occupation d’un bâtiment à Puget-Théniers (06),"Aux termes d’une convention avec l’Etat, approuvée par décret ministériel du 19 décembre 1972, le SYMA, Syndicat Mixte Méditerranée Alpes, avait reçu la concession du réseau secondaire d’intérêt général des Chemins de Fer de Provence. Depuis le 1er janvier 2007, la concession a été transférée par avenant n°2 au traité de concession, à la Région Provence-Alpes-Côte d'Azur. Cette convention prévoit dans son article 3 la possibilité pour le concessionnaire de disposer du domaine du réseau à des fins conformes à l’intérêt général.

En application de l’article L. 2122-1-1 du Code Général de la Propriété des Personnes Publiques, la Région lance un appel à manifestation d’intérêt en vue de l’occupation de ce bâtiment sur la commune de Puget-Théniers.

Le(s) futur(s) occupant(s) ne pourra(ont) se prévaloir de la législation relative aux baux d’une quelconque nature (civil, commercial, professionnel ou autres).

Tout opérateur économique.

Tout projet soumettant un dossier complet comprenant :

-   Une lettre à l’attention de Monsieur le Président du Conseil Régional manifestant l’intérêt du candidat à présenter une candidature et sollicitant à ce titre une autorisation d’occuper le domaine public concerné.
-   Un document justifiant de la forme juridique du candidat : société, auto-entrepreneur, ... (Kbis ou tout autre document équivalent de moins de 3 mois).

 Une note présentant :

-   Le candidat.
-   Son activité.
-   Son projet d’utilisation du site.
-   La durée d’occupation souhaitée par le candidat.

En cas de travaux envisagé sur le bâtiment, il est demandé les éléments éventuels suivants :

-   Le détail des aménagements avec les matériaux utilisés.
-   Les devis demandés aux artisans et entrepreneurs.
-   Un tableau récapitulant le chiffrage global des travaux.
-   Un plan des aménagements projetés.
-   En cas de travaux affectant l’apparence extérieure du bâtiment, les documents nécessaires à la demande d’autorisation d’urbanisme correspondante (arrêté de permis de construire ou de déclaration préalable) tel que les plans et le CERFA complété. La Région se réserve le droit pendant la procédure de demander au candidat de modifier son projet sur ce point si elle estime que cela porte atteinte à l’esthétique globale du site de la gare dans le cadre de sa charte architecturale.
-   Les documents nécessaires à l’exercice de l’activité projetée : autorisation, agrément, habilitation, autres.
-   Les attestations d’assurance civile et professionnelle couvrant les risques liés à l’activité.
-   Eventuellement, la proposition tarifaire du candidat pour le montant de la redevance. La proposition tarifaire devra être justifiée, au regard de l’investissement réalisé pour l’aménagement du bâtiment, par une note détaillant :
    -   Le chiffre d’affaires de la structure ;
    -   Le bénéfice de la structure.

 Le mode de financement des investissements : 

-   prêts bancaires ;
-   subventions ;
-   fonds propres.

En cas de subventions :

-    il est demandé de fournir le règlement relatif à la subvention et les coordonnées du gestionnaire de la subvention.

En cas de prêts bancaires :

-    il est demandé un accord de principe du prêteur avec les conditions du prêts (taux annuel, assurance, remboursement mensuel).

 La durée d’amortissement de l’investissement ou du prêt afin de vérifier sa cohérence avec la durée d’autorisation demandée par le candidat.

Le candidat peut fournir librement d’autres documents sous forme d'annexes : Dossier de presse, adresse du site internet, page Facebook et autres réseaux sociaux, ...

Choix de la proposition :

La Région examinera les propositions reçues sur le fondement des critères dont la hiérarchie est la suivante (du plus important au moins important) :

-   l’intérêt que présente la proposition eu égard à la promotion de la ligne de Chemin de fer ;
-   l’impact positif de l’occupation sur la vie du quartier (notamment animation, service) ;
-   a redevance proposée par le candidat.

La Région éliminera les candidatures incomplètes ou non conformes à l’objet du présent appel à propositions.

La Région pourra, le cas échéant, prendre contact avec les candidats afin d'obtenir toute précision qu'elle jugera utile, et, à cet effet, se réserve le droit de réclamer toute pièce qui lui semblera nécessaire.

Il est précisé que la Région n'est tenue par aucun délai pour la délivrance de l’autorisation. La Région se réserve, en outre, le droit de ne pas donner suite à la présente consultation.

Aucune indemnisation ne sera versée aux candidats, quelle que soit la suite donnée à leur proposition.

Si deux intérêts ou plus se manifestent, les candidatures seront départagées sur la base des critères précités.

Le choix effectué par la Région fera l’objet de mesures de publicité adéquates."
162957,Mener des projets d'éducation à l'image sur le hors temps scolaire à destination prioritairement des jeunes entre 12 et 25 ans,"**Qu'est-ce que le dispositif Passeurs d’image ?**

Passeurs d'images rassemble ses publics autour d'actions territoriales qui privilégient la participation active des populations et de professionnels de la création audiovisuelle en articulant trois actions complémentaires, « voir », « faire », « rencontrer ».

Ce dispositif mobilise plusieurs partenaires sur un territoire à travers des projets d’éducation au cinéma, à l’audiovisuel et aux nouvelles technologies (ateliers de pratique artistique, projections, formations, rencontres, etc.).

Le ministère de la Culture, la Direction régionale des affaires culturelles et le Conseil régional Bourgogne Franche-Comté ont mandaté la Fédération Régionale des MJC (Maisons des jeunes et de la culture) pour déployer ces actions sur le territoire. A ce titre, elle est le garant de l’organisation globale de l’opération : elle impulse, soutient, définit, encadre et accompagne les projets locaux. Elle est le relais entre les partenaires nationaux et les collectivités territoriales, et se présente comme l’interlocuteur privilégié des villes et territoires associés, et de tous les partenaires de terrain.

**Objectifs de la démarche**

-   Ses projets répondent à des objectifs précis d’un meilleur accès aux pratiques cinématographiques, d’éducation à l’image, de sensibilisation à la diversité culturelle, de lutte contre les discriminations. Ainsi les différentes actions visent à :
-   Proposer une offre artistique et culturelle différente de celle relayée habituellement par les médias ;
-   Construire des projets adaptés à un territoire spécifique en développant des actions « pour », mais aussi « avec » les publics ;
-   Qualifier les actions en les inscrivant dans une logique de projets sur le long terme, en contribuant à la formation et à la qualification des partenaires relais sur le terrain ;
-   Prendre du plaisir à s’exprimer et développer sa sensibilité et sa créativité artistiques, tout en s’engageant dans l’apprentissage d’un savoir ;
-   Créer du lien social dans un environnement où les images sont un enjeu quotidien."
162965,Soutenir les projets d’écoconception textile et améliorer le coût environnemental des articles d'habillement,"Cet appel à projets a pour objet de **soutenir les projets d’écoconception textile**, et d'**améliorer le coût environnemental des articles d'habillement**, en amont des futures obligations réglementaires d'affichage environnemental.

Afin de répondre à l’ensemble du secteur textile, l’AAP vise à accompagner, avec 3 types de projets, toutes les entreprises du secteur suivant leurs niveaux de maturité en écoconception :

-   **Axe 1 - Premiers pas en écoconception** : en visant une montée en autonomie des PME débutantes pour l’engagement de leurs premières actions d’écoconception. Les entreprises choisissent des mesures d'amélioration parmi des leviers d'écoconception reconnus et élaborent une feuille de route d'écoconception.
-   **Axe 2 - Diagnostic d’écoconception** : en accompagnant l’élargissement et l’approfondissement du champs d’actions d’écoconception par des études de diagnostics personnalisés, pour tous les niveaux de maturité en écoconception. Les entreprises explorent des pistes d'écoconception spécifiques à leurs procédés et chaînes de valeur.
-   **Axe 3 - Mise en œuvre des leviers d’écoconception identifiés** : en poursuivant l’accompagnement des entreprises par des études de projets, afin d‘étudier et d’éprouver la mise en œuvre des leviers d’écoconception. Les entreprises préparent la mise en marché de leurs produits écoconçus.

Les études de projets d’écoconception peuvent être aidées jusqu’à 80 % du montant des dépenses internes et de prestation.

-   Axe 1 : Aide maximale de 5 000 €
-   Axe 2 : Assiette d’aide maximale de 50 000 €
-   Axe 3 : Assiette d’aide maximale de 100 000 € 

Les candidatures peuvent être soumises pendant toute la période d’ouverture de l’AAP.  
Les candidatures à l’axe 1 seront instruites au fil de l’eau.  
Les candidatures aux axes 2 et 3 seront instruites après chaque relève jusqu’à la clôture définitive de l’AAP.

Dates de relève des axes 2 et 3 :  **30/09/2024, 25/11/2024, 27/01/2025, 31/03/2025, 26/05/2025, 30/06/2025 à 15H00 (heure de Paris).**"
162966,Gérer les pollutions à l’ozone et sectorielles,"**1\. Présentation générale du programme AQACIA  
**Le programme « Amélioration de la Qualité de l’Air : Comprendre, Innover, Agir » (AQACIA) vise à promouvoir des projets de R&D pour comprendre et améliorer la qualité de l’air intérieur et extérieur.  
Cet appel à propositions de recherche (APR) du programme AQACIA est divisé en deux volets :

-   **Premier volet : Pollution à l’ozone** (son évolution, ses impacts et sa gestion en lien avec le changement climatique. Si les processus liés à l’ozone (O₃) ont été étudiés de longue date, la gestion de la pollution à l’ozone et de ses impacts reste difficile à appréhender par les pouvoirs publics et peu identifiée par les populations).  
    Objectifs :
    -   Anticiper l’évolution des niveaux d’ozone et leur mesure en air extérieur dans un contexte de transition écologique, énergétique et climatique.
    -   Évaluer les impacts sur la santé humaine, animale et végétale, sur la dégradation des bâtiments/matériaux et sur la qualité de l’air intérieur.
    -   Rechercher des stratégies d’atténuation ou d’adaptation, y compris pour définir l'échelle d'action appropriée.
-   **Second volet :** Une meilleure **maîtrise de certaines problématiques de pollution de l’air extérieur ou intérieur** pour améliorer leur gestion à court et moyen terme.  
    Objectifs :
    -   Améliorer les connaissances sur des polluants spécifiques (PFAS (Per- et polyfluoroalkylées), PUF (Particules ultrafines), BC (Black Carbon), AOS (Aérosols organiques secondaires)), l’exposition à la pollution et les impacts sanitaires induits.
    -   Améliorer les connaissances sur les émissions de polluants et les solutions de réduction / gestion dans les secteurs de la combustion de biomasse, du traitement des déchets, des transports et mobilité, de l’agriculture, et dans les environnements intérieurs.
    -   Évaluer les solutions d’amélioration de la qualité de l’air.
    -   Analyser les politiques publiques et leur mise en œuvre.

Le secteur de l’industrie n’est pas couvert par le programme AQACIA (hors installations de combustion de biomasse dans le secteur industriel et sites de traitement des déchets).

**2\. Disciplines concernées :**

**Sciences humaines** (économie, sociologie, psychologie…), **sciences physiques** (métrologie, chimie, météorologie…), **mathématiques** (modélisation, statistiques), **sciences de la vie** (biologie, épidémiologie, écologie…) et **sciences de l’ingénieur** (conception, plan d’expériences, évaluation…). Les approches interdisciplinaires sont fortement encouragées.

Les projets soumis devront être des **projets de recherche finalisée en appui aux politiques publiques** dont les résultats sont de nature à améliorer la compréhension des pollutions de l’air intérieur et extérieur et de leurs impacts, et à développer/évaluer des solutions/innovations opérationnelles et efficaces de réduction de ces pollutions.

Les résultats escomptés devront répondre aux attentes sociétales en allant jusqu’au développement de connaissances, d’outils ou de recommandations utiles aux acteurs et/ou décideurs. Ainsi, les solutions devront autant que possible être **élaborées et évaluées avec et pour les territoires, avec et pour les acteurs/décideurs**. L’association des bénéficiaires finaux des résultats du projet à sa préparation, à son déroulé et/ou à son suivi, dans une optique de recherche collaborative, est ainsi fortement encouragée.

**3.** **Montant de l’aide financière**

À titre indicatif, le montant moyen de l’aide attribuable par projet est de 150-250 k€ par projet pour une durée comprise entre 24 et 36 mois. Par exception, pour les projets de développement expérimental proches de la démonstration dans le secteur du transport maritime/fluvial l’aide maximale attribuable pourra aller jusqu’à 500 k€.

**4. Calendrier prévisionnel**

-   Dépôt des projets : avant le 18/11/2024 à 12h00
-   Expertise des projets : de décembre 2024 à mars 2025
-   Annonce des lauréats : fin avril 2025

**5. Contact**  
La Cellule AQACIA est à votre disposition pour répondre à vos questions à l'adresse : [aqacia@ademe.fr](mailto:aqacia@ademe.fr)"
162974,Obtenir un appui pour faire émerger vos projets de territoires,"Les services spécialisés de la Direction Départementale des Territoires de l’Aube, selon le domaine concerné, sont les interlocuteurs de proximité des élus qui souhaitent être accompagnés et soutenus dans la mise en œuvre de leurs projets relevant des domaines suivants :

**Urbanisme et aménagement**

-   accompagnement des dispositifs Petites Villes de Demain, Action Cœur de Ville,
    
-   appui à l’élaboration de schémas directeurs d’accessibilité,
    
-   instruction des actes d’urbanisme et conseil aux services instructeurs des collectivités,
    
-   conseil et expertise pour l’élaboration des documents de planification,
    
-   aide à la mise en accessibilité des bâtiments et espaces publics,
    
-   appui aux collectivités dans la mise en œuvre de l’ingénierie sur mesure proposée par l’ANCT, ...
    

**Agriculture, nature et environnement**

-   accompagnement et instruction des procédures environnementales des projets,
    
-   appui au développement des projets d’agriculture durable
    
-   appui à la mise en place d’espaces naturels protégés, ... .
    

**Eaux et milieux aquatiques**

-   prévention des risques naturels,
    
-   accompagnement des projets soumis à la loi sur l’eau,
    
-   protection et gestion durable des eaux, …
    

**Logement**

-   aide aux démarches de rénovation du parc de logements privés,
    
-   appui à la rénovation urbaine des quartiers prioritaires (NPNRU),
    
-   développement de l’offre locative publique en lien avec les bailleurs sociaux,
    
-   déclinaison des politiques sociales du logement pour les publics prioritaires,
    
-   prévention des expulsions locatives, ... .
    

**Énergie et déchets**

-   appui au développement des énergies renouvelables,
    
-   conseil amont sur les projets d’énergies renouvelables (pôle ENR), ... .
    
    Transport et mobilités
    
-   appui à la réalisation de schémas cyclables et promotion des mobilités douces,
    
-   conseil sur les aménagements de sécurité routière, ... .
    

**Sécurité**

-   aide à la réalisation des plans communaux de sauvegarde,
    
-   accompagnement des collectivités pour la prise d’arrêtés de mise en sécurité, ... .
    

**Développement économique et commercial**

-   conseil et accompagnement pour la réalisation de projets économiques ou industriels, ... .
    

**Ingénierie financière**

-   appui à la recherche de financements publics (outil aides territoires), ... ."
162977,Améliorer le bien-être et le cadre de vie des Coëvronnais,"Priorité stratégique :

La population des Coëvrons est en diminution, plutôt vieillissante, et rencontre des fragilités sociales. L’offre de soin est insuffisante. L’enjeu est d’adapter et de développer des soins et des services pour la population à toutes les étapes de la vie, de favoriser le vivre ensemble et l’échange entre les générations.  

Objectifs opérationnels :  

-   Faciliter les démarches partenariales pour améliorer la prévention et l'offre de soins sur le territoire
-   Favoriser l’inclusion sociale, l’insertion et les échanges entre les générations
-   Prévenir la rupture sociale
-   Développer l’offre petite enfance et enfance jeunesse
-   Soutenir l’offre de loisirs et sportive pour tous
-   Soutenir la vie associative

Type d'opérations éligibles : 

1/ Amélioration de la prévention et de l'offre de soins :

-   Actions innovantes telles que la télémédecine et unité mobile de soin
-   Actions d’aide à l’installation des professionnels de santé
-   Actions de prévention, d’information, de communication et de formation
-   Mise en réseau des professionnels de santé et des acteurs du territoire

2/ Renforcement de l’inclusion sociale et des échanges entre les générations :

-   Actions en faveur de l’inclusion sociale et de l’insertion
-   Services innovants en faveur des jeunes, de l’intergénérationnel et des personnes âgées (ex : habitats partagés, structures EHPAD/crèche, système de parrainage)
-   Actions en faveur du handicap et de la santé mentale

3/ Développement de l’offre petite enfance et enfance jeunesse :

-   Projets en lien avec l’accueil des enfants en situations de handicap (ex : structure de type Loisirs Pluriel), évènements et actions inclusives
-   Actions d’amélioration de l’offre actuelle
-   Nouveaux services et équipements

4/ Soutien d’une pratique sportive et de loisirs pour tous :

-   Dispositifs et actions pour soutenir les pratiques amateurs
-   Actions en faveur de l’intergénérationnel
-   Acquisition d'équipements pour permettre une pratique inclusive
-   Développement d’offres de loisirs et sportives innovantes
-   Actions liées au développement de synergie entre les acteurs de la culture et des loisirs"
162978,Accompagner le développement d'une production et d’une consommation responsables,"Priorité stratégique :

 Dans le cadre de sa démarche d’attractivité, le territoire des Coëvrons affirme sa volonté de construire une image d'un territoire de gastronomie, notamment par la révélation de l'identité culinaire des Coëvrons. La mise en oeuvre d’un Projet alimentaire de territoire depuis 2021 accompagne la concrétisation de cette dynamique émergente. Parallèlement, le territoire des Coëvrons fait face à une diminution des commerces et services de proximité, notamment hors du pôle d’Evron.  

L’enjeu : développer un mode de production et de consommation respectueux de l’environnement, bénéfique pour l’économie et bon pour la santé, améliorer l’accès aux produits locaux, accompagner et valoriser les productions et les producteurs locaux, renforcer l’ancrage local et une économie axée sur les besoins.

Objectifs opérationnels :

-   Maintenir et développer des activités agricoles durables et variées, adaptées aux enjeux du changement climatique
-   Accompagner la mutation vers une agriculture sous signes officiels de qualité
-   Agir pour une alimentation saine pour tous
-   Développer les circuits-courts
-   Renforcer le commerce de proximité, les services et l'artisanat
-   Expérimenter de nouveaux modèles économiques

Type d'opérations éligibles : 

1/ Maintien et développement d’activités agricoles durables et variées :

-   Activités de soutien à la diversification des productions et d’activités, mutualisation de matériel
-   Création d'espaces test agricoles
-   Création et animation de réseaux d’agriculteurs
-   Accompagnement de la mutation vers une agriculture sous signes officiels de qualité : échanges de savoirs et de pratiques, informations, sensibilisation, formations

2/ Soutien à une alimentation saine pour tous :

-   Actions autour du ""bien manger"", du gaspillage alimentaire, de la consommation responsable, des enjeux liés à la précarité et à l'insécurité alimentaire
-   Actions d’information, de sensibilisation et de formation des professionnels de l’alimentation
-   Création et animation de liens entre les différents intervenants de l'alimentation (cuisiniers, producteurs, parents d'élève, enfants…)

3/ Renforcement du commerce de proximité, des services et de l’artisanat :

-   Actions en lien avec le maintien, la création et la reprise d’entreprises et d’activités de proximité
-   Actions de mise en valeur et accessibilité des produits locaux (ex : épiceries mobiles)
-   Nouvelles formes de commerces pour répondre aux besoins de la population
-   Création et accompagnement de structures collectives de type pépinière d’entreprises, FabLab, village d’artisans
-   Actions d’information, de formation, de sensibilisation, de mutualisation
-   Développement de nouveaux modèles économiques : actions en lien avec l’économie circulaire et l’économie sociale et solidaire"
162981,Soutenir la promotion et l’innovation des activités économiques locales,"Le Cœur Entre-deux-Mers possède un tissu économique essentiellement constitué de très petites entreprises.

Le nombre d’emplois locaux augmente bien que les actifs travaillent majoritairement à l’extérieur du territoire.

La crise sanitaire (Covid19) a modifié en partie les pratiques de consommation et de travail dans certains secteurs d’activités et pousse à innover pour relocaliser et produire des biens et services économiques.

Enfin, le déploiement de la fibre (via Gironde Haut Méga) à l’horizon 2025 sur l’ensemble du territoire est également un atout à valoriser.

L’accompagnement des entreprises dans leur transition numérique est un objectif prioritaire notamment sur les nouvelles technologies de l’information et de la communication (TIC) pour les filières économiques stratégiques du territoire.

Les 6 filières économiques stratégiques sont :

-   commerce local
-   construction BTP
-   négoce et services interentreprises
-   agro-viticulture
-   tourisme
-    santé et services à la personne

Ce qui est en jeu est donc de :

-   Accompagner la transformation du tissu économique local notamment avec la numérisation des activités et l’arrivée de la fibre 
-   Inciter à l’innovation au cœur des entreprises pour relocaliser « les productions »"
162987,Diversifier les modèles agricoles et alimentaires locaux pour augmenter la capacité du territoire,"La viticulture est la 1ère filière agricole du Cœur Entre-deux-Mers. La place de cette filière est le fruit de plusieurs composantes : histoire, terroir, place des appellations, essor commercial et à l’export des vins de Bordeaux, …

Aujourd’hui cette filière est soumise de plus en plus à de nombreux aléas-risques (baisse de la consommation, difficultés de l’export, aléas climatiques, image environnementale, …) bien qu’un travail collectif et individuel soit entrepris pour la faire évoluer (démarches HVE, AB, conduite raisonnée, …) et la diversifier.

De plus, de nouvelles formes de productions agricoles se sont développées afin de répondre à différents besoins (restauration collective, formation, social, agriculture vivrière, sensibilisation, …) et portées en général par des structures hors monde agricole (collectivités, associations, …).

Enfin, et le Programme Alimentaire Territorial l’a montré, la couverture des besoins alimentaires par la capacité de production propre au territoire reste marginale. Agir pour l’alimentation c’est aussi accompagner les agriculteurs du Cœur Entre-deux-Mers pour transformer, commercialiser leurs produits et trouver des débouchés localement.

La mise en valeur de ces produits locaux et des produits de qualité permet aussi sur le territoire de sensibiliser les consommateurs et de rendre accessible ces produits.

Ce qui est en jeu est donc de :

-   Augmenter la capacité de production alimentaire
-   Créer de nouveaux revenus pour les exploitations agricoles par la diversification
-   Encourager la consommation locale et vers des produits de qualité pour augmenter les retombées bénéfiques (santé, économie locale, …)
-   Réduire la dépendance aux produits « importés »
-   Améliorer l’autonomie alimentaire"
162991,"Préserver et dynamiser un maillage de centres-bourgs vivants, structures de la ruralité ligérienne","**CONTEXTE ET DESCRIPTION DU DISPOSITIF**

**1\. Contexte**

Cet appel à projets s'inscrit dans le cadre du programme LEADER Loire 2023-2027, qui a pour objectif de favoriser la transition vers la sobriété et l'amélioration des conditions de vie dans nos territoires ruraux.

Les centres-bourgs constituent l’armature de la ruralité ligérienne. Lieux de vie, de services, d’offres culturelles, commerciales, ils permettent à la population de bénéficier d’un cadre de vie qualitatif sans être soumise à des déplacements trop longs. En effet, dans les territoires à faible densité, plus de 50% de la part de CO2 est produite par les transports (hommes et marchandises) et ce coût, sans cesse augmenté, est une source de précarité énergétique au moins aussi importante que celle du logement. L’enjeu de réduction de ces impacts se conjugue avec l’enjeu de revitalisation des centres-bourgs. Il est donc important de préserver l’actuel maillage de centres-bourgs et de le dynamiser pour réajuster la trajectoire de leur développement et tendre vers la sobriété.

**Les objectifs poursuivis par le GAL** sont de :

     −Améliorer la concertation publique / privée dans les projets de revitalisation des centres-bourgs

     −Aménager les espaces publics de manière apaisée et durable tout en protégeant la biodiversité et en préservant le patrimoine

     −Développer une mobilité faiblement émettrice de GES

     −Favoriser les expérimentations en centre-bourg

**La prise en compte des enjeux de transition écologiques et énergétiques** :

     −Favoriser le développement des centres-bourgs qui tendent vers la sobriété

     −Favoriser la biodiversité en centre-bourg via la végétalisation adaptée (essences, entretien, continuités)

     −Sensibiliser les habitants et les usagers

     −Adapter ou réutiliser l’existant et développer sa polyvalence

  

**2\. Description du dispositif**

Le GAL Loire vise à soutenir :

• L’aménagement durable des espaces publics, en centre-bourg, au travers de :

     −La création, le développement de jardins partagés, nourriciers ;

     −La création, l’amélioration d’îlots de fraicheur favorisant les espèces résistantes au chan-gement climatique et la perméabilisation des sols ;

     −La réflexion et l’acquisition de mobiliers urbains durables ;

     −La gestion collective des biodéchets ;

     −L’émergence de projets d’autoconsommation collective ;

     −Toute solution innovante contribuant à la transition écologique et énergétique.

• Les aménagements durables de mobilité active au travers de :

     −La sécurisation des cheminements de mobilité active ;

     −La création de stationnements de mobilité active adaptés ;

     −La mise en place de solutions de co-mobilité innovantes ;

     −La sensibilisation de la population face à l’enjeu de mobilité décarbonée.

  

**A ces titres seront soutenues, plus précisément, les actions suivantes** :

     −Les actions d’animation ;

     −Les actions de communication ;

     −Les formations ;

     −Toutes études concernant les projets de mobilité active ;

     −Les études de programmation s’il est démontré que des travaux seront engagés ;

     −Les marchés de maitrise d’oeuvre ;

     −La création d’outils et de services numériques ;

     −La création et diffusion culturelle et artistique ;

     −Les opérations d’acquisition de matériels et d’équipements ;

     −Les opérations d’aménagement et de travaux.

**Le caractère innovant ainsi que les enjeux de la transition écologique seront appréciés au regard de la grille de sélection**.

  

**/!\\ Sont inéligibles les projets éligibles aux autres dispositifs FEADER régionaux de droit commun ou aux dispositifs européens FEDER/FSE. Se renseigner auprès du GAL.**

**Notamment, sont inéligibles :**

**→ Les projets de revitalisation des centres-bourgs éligibles à l’axe 7 FEDER Massif Central.**

Sont inéligibles les projets suivants :  

     \- Les projets de mobilité active en lien avec une activité ou itinérance touristique (éligible à l’AAP 2.1) ;

     \- Les projets portant exclusivement sur la création ou le développement de commerces ou services (éligible à un futur AAP) ;

     \- Les études éligibles à l’AAP 3.1 ;

     \- Les projets exclusifs de création ou d’entretien de voirie et réseaux divers ;

     \- Les projets exclusifs de travaux de démolition et/ou de déconstruction.

  

**3\. Définitions**

_Centre-bourg_ : cf. définition inscrite à l’annexe 1 du présent appel à projets.

_Mobilité active_ : désigne l’ensemble des déplacements impliquant une dépense énergétique par le biais d’un effort musculaire avec ou sans assistance électrique. Au sens de cet AAP, les projets de mobilité active devront être en corrélation avec un projet de revitalisation des centres-bourgs. Il s’agira d’accompagner des projets de mobilité entre le centre-bourg et ses périphéries ou au sein même du centre-bourg.

_Solution innovante_ : le GAL entend la notion d’innovation, dans un sens large et englobant des formes d’innovation technique et technologique, de modèle économique, organisationnelle et de gouvernance, d’information et de communication, d’usages et services, d’interaction sociales et de coopération, nouvelles ou significativement améliorées par rapport à celles précédemment élaborées.

_Mobiliers urbains durables_ : mobiliers urbains élaborés à partir de matériaux naturels ou recyclés et dont l’origine et/ou la durabilité est garantie par le fournisseur."
